0: 410,4507
8520: 1749,4955,5279,4076
8521: 5549,1635,3281,3555,8475,7104,1818
8522: 6787,7634,4764,6324
8523: 7062,1646
8524: 177,5221,4467,3948,3711,7416,325
8525: 3881,6267,7694,1281,2081,8161,4254,7927
8526: 6842
8527: 6141,3921,1279,2852,1769,7428,8662,9746,4957,6
8528: 7390,2300,9734,6982,7312,2307,862
8529: 1459,9087,7045,2780,3201
8530: 1732,6177
8531: 9044,7409,5136,9146,6309,4224,8051,4235
8532: 1917
8533: 2356,5957,5644,4042,1977,7422,5486,5344,19,4267
8534: 1684,7118,1838,4832,3833,8872,4454
8535: 3714
8536: 7635,2059,6203,7811,5509,4609,5663,7209,6851,9650
8537: 9534
8538: 1458,4227,2122,5829,1012
8539: 5777,6427,3221,6695,921,3572,8346,5408,5277,2629
8540: 8567,3048,3110,1898,3442,2434,7004,7965,8384
8541: 5057,3320,5880,8779
8542: 9486,1770,9937,7589,7637,6705
8543: 8392,5930,8385,6419
8544: 2425,2322,5473,4419,3712,7991,6668,3213,6896,6639
8545: 8234,8148,1588
8546: 7560,1898
8547: 6077,3476,5611,9781,5453,5686,3199
8548: 4412,6050,780,6963,9309,8542,5519,8233,2104,9944
8549: 8817,6766,3857,1001,9941
8550: 7564,2465,8528,5464,5329,4533,1989,7318,9510,3348
8551: 4902,3593,1395,5115,9273,1944,4314,2603,1166,5836
8552: 5079,543,9500,6576,7579
8553: 2408,5100,2336,9016,5910,8103,4287
8554: 5066
8555: 6062
8556: 7944,7622,323
8557: 6032,4120,7567,7061
8558: 3792,819,7418,7234,9345,9956,8003
8559: 1260,7,9549,461,6475,5793
8560: 4635,378
8561: 2778,3743,4595,6686,1680,5940,684,4455
8562: 1024,8176
8563: 8411
8564: 9234,2482,2279
8565: 9627
8566: 5205,1442,3450
8567: 464,71,2938,9587,5831,733,1048,1534,4978,7228
8568: 7303,2891,9375,898,5692
8569: 5275,2073,3942,7890,8257,3076
8570: 457,4136,8102,5651,7865,4799,5133,6172,8916,4639
8571: 2234,6261,3799,3204,3452
8572: 9144,8914,5038,6789
8573: 1084,9351,688,3394,4767,9199
8574: 869,9162,2258,4826
8575: 3415,674
8576: 6917,803
8577: 4172,4308,9530,672,3298,5998,9273
8578: 4762,1945,7951,7930
8579: 3340,4664,3829,695
8580: 1819,8963,2488,1636,8706,2614,1507,6273
8581: 7107
8582: 9323,2702,3600,1098
8583: 6163,7558,8536,1859,1391,446,8914,995,2527
8584: 8875,9128,3948,6539
8585: 7858,102,2300,5830,7368,9964,5184,3928,5860,6931
8586: 4430,1045,1138,9925,3100
8587: 4783,7395,3028,8574,6401,4079
8588: 9267,6424,2663,5016,272,2569,3793,8228,4299,2357
8589: 3694
8590: 7780,5652
8591: 1233,4281,5255,164,9949,727,9856,386,3133,5983
8592: 2268,8539,6165,3957,5570,3859,9443,1468
8593: 6274
8594: 3710,3607,3490,8514,3019,7285,6291,5242
8595: 4841,8852,859,2916
8596: 9446,6376,6409,8538,9419
8597: 3857,9132,5934
8598: 5653,5426,2988,445,1203,26,1833,5966,5080
8599: 5049,9021,5079,8049,9743
8600: 64,7316,4440
8601: 6003
8602: 9001,7638
8603: 3092
8604: 2786,1682,7406
8605: 5377,895,2194,5642,4114,9782,8678,3950
8606: 1219,426,3421,2882,102,4494,1733,855,3760,7975
8607: 8326,1107,897
8608: 9789,7436,2823
8609: 5596,7340,5353,5852,1874,2551,7066,3516,7590,914
8610: 8091
8611: 6985,3466,3405,378,2960,2594,5717,1695,7650,6342
8612: 7158,8726,2855,1934,2690,8013,4680
8613: 2627,1616,3406,3507,4962,5970,9456
8614: 9204,2901,6021,6518,5741,6516
8615: 1047,9504,2803
8616: 5343,9802,538,9560,9287,4979,4865,1230,4891,8166
8617: 3408,7192,7005,3210,7403,9104
8618: 5715,6839,4785
8619: 5798,8904,7019,5107,8154,7159,6843,9561,5867
8620: 8137,7964,73,5268,1926,9188
8621: 5985,856,6493,7601,9816,9521,6775
8622: 5523,1091,1629,6128,9600
8623: 5128
8624: 2250,5429,6763,8242,7477,45,5085,2714,6959,4298
8625: 8184,5850,759,8937,771,4905,6511
8626: 110,6385,3610,8310,3007,8266,6083
8627: 4845
8628: 6840,2330
8629: 5410,0,2666,452,2587,2957,5482,2863
8630: 3021,3673
8631: 204,2859,9517,4615,4349,6262,2202,8070,6193
8632: 5311,1571,4811,8380
8633: 4318,9669,7721,1500,5162,1598,2155,9788
8634: 4518,6057,9181,9803,3938,8949
8635: 3663,3719,5431,8195,4805,9347
8636: 9879,1090,7098,9673,5692,3651,5704,9832,5566,2345
8637: 9014,7757,5270
8638: 2125,114
8639: 723,1077,8982,1471,8135,4946,9424,7495,4086,1036
8640: 1303,4704
8641: 6934,3912,3439,6940,417,9250,8893,9997,1577,881
8642: 47,4617,5279,9916,6381,1671
8643: 7410,4410,1009,458,5933,8040,6013,8516,3406,4288
8644: 5859,9838,4465,2753,1458
8645: 4910
8646: 273,8338,4823
8647: 8416,3063
8648: 6669,5251,4447,9344,590,7622,8966,7257,2851
8649: 5389,570,6115,5092,1956,5481
8650: 9933,788
8651: 3359,7503,6056,7335,7632,36,7255,9491,6210,485
8652: 1518,6942,9617,4515,1847,3461,5980
8653: 2815,8880
8654: 9120,3358,6223,9846,5130
8655: 9634,5971,8817,2623,7936,7586
8656: 6704
8657: 2152,2235,6813,9815,1809,6137,6367,9230,4125,9799
8658: 7126
8659: 8580
8660: 8148,6958,2038
8661: 176
8662: 3691,5801,1260
8663: 444,4240,5987
8664: 6287,9561,1796,5477,7689,3366,4274,9846,4282,3189
8665: 5670,6932,3283,3350,7809,5874,9292,8387,4400
8666: 1393,3977,8858,7758,8662,8159,44,1851,9195,8451
8667: 1432,1965
8668: 3828,7753,9996,5337
8669: 3415,3310,1536
8670: 3852,2726,4513,1335,7244
8671: 7623
8672: 2368,8022
8673: 7948,9859,6819,3931,4025,8354,7951,670,8399
8674: 3145,2820
8675: 827,8314,2321
8676: 887,5001,4619
8677: 4812,3919,5211,1838,9892,8041,8436,9205,1607
8678: 4184,9604,5787,7795,1825,563,4766
8679: 5582,9687,279
8680: 3053
8681: 4827,2688,2180,4505,1597,8168,716,2038,8834
8682: 1567,3908,8100,8064
8683: 3434,4217,572,3672,971
8684: 7749,9404,2794,5441,1488,8159
8685: 3653,4029,5692,8528
8686: 3811,6692
8687: 2675,2658,768,1338,5483,2555,7970,6855,9061
8688: 4714,6619,2878,1332,1514,6313
8689: 142,877,6833,2689,713,8423,2243,1732
8690: 4388,161,7488
8691: 7089,4660,5535,3491,6371,2496,9422
8692: 1904,4017,5450
8693: 1645
8694: 3929,4437
8695: 9925,6176,8877,9503,5344
8696: 9665
8697: 9232,1353,8628
8698: 8335,9593,9724,4203,5832
8699: 9568,4554,9729,7195,2306
8700: 4829,7638,2403,902,4732,8019
8701: 5023,2057,1765,7336,5910
8702: 3783,9323,4212,9615,31,4307,6295
8703: 1653,4644,4932,4236,4999,6891
8704: 7946,5070,8467,1117,4790,5213
8705: 5194,2205,8382
8706: 8752,6453,4882,6208,5210,281,9180,3757,407
8707: 3903,1346,7793,9144,4812
8708: 1252,3892,9765
8709: 3666,7157
8710: 8179,5574,4270,8633,3584,3516,7990,7944,7925,2170
8711: 1998,5931,4118,2483,2674,4217,1893,2689
8712: 24,3335,8635,3449,4506,1604
8713: 4718,7779,2251
8714: 3761,7459,2395
8715: 7283
8716: 1127,9818,7913,5661,3547
8717: 807,851,7038,3870,2641,3845,9761,9899
8718: 9102,8020,7471,3436,3704,6108,2609,1588,10
8719: 5594,8674,3099,7537,5991,5838,8947,2936,6800
8720: 2606,1435,8641,9890
8721: 6054,1639,998,9123,8574
8722: 8313,9240,9477,8452,1529,8646
8723: 1633,9858
8724: 4428,2971,9198,1967,8141,9180,3852,4674,2210,33
8725: 4181,3108,3284,9638,5229,5560,3081
8726: 3202,3073,4649,9238,7434
8727: 9762,7287
8728: 206,4430,827
8729: 3534,3035,4768,2430,4538,3210,523,400,1327,7529
8730: 1828,6163,3157,3629
8731: 4806,3725,62
8732: 8158,2796,5009,4169,7866,8236,3917,9386,465
8733: 1946,2217,1369,2736,5993,8122,8843,9635
8734: 9833,1279,816,2400,4969,1826,9321
8735: 2935,7712,2667,4603,4765,5897,2891,611,7219
8736: 9348,9551,1263,5827,2348,8855,3448
8737: 1474,9265
8738: 8077,8302,9442,5846,1748,6983,6646,5870
8739: 1746
8740: 791,862,6101,4522,4862,341,2358,7647,7169
8741: 968,1919,2071,3641,1594,6372,2254
8742: 7722,6027,1509,401,550,316
8743: 6323,6733,8806,5714
8744: 5115,3918,9595,7778,3879,8990,4425,7389
8745: 8959,4415
8746: 8239,1221,6363,3717,777,2889
8747: 2851,9704
8748: 8782,2604
8749: 6669,3173,7775,2197
8750: 1854,1529,2283,9761,8540,512
8751: 1416,863,2526,6236
8752: 3808,7219,403
8753: 607,6284,7444,4830,9126,2857
8754: 2622,2497,9434,2616,5341,4609
8755: 5515,4564,8098,6161,3646,1259,7086
8756: 1511,4864,6071,5798,9752,877,3380,6305,5543,3691
8757: 4622,2597,3342,7224,2608,4188
8758: 6949,7403,6291,2059,2742,6706,7894
8759: 1210,8077,4982,7212,9635,194,4546
8760: 5494,2721,2339,4820,2796,708
8761: 9788,6992,4271,2413,6000,4734
8762: 7371,8722,861,6151,4453,3758,7901,1361,6523,655
8763: 4752,8381,7959,3639
8764: 1778,7015
8765: 2012
8766: 6227,5623,3842,9276,9880,6070
8767: 1506,1570,5209
8768: 3007,4179,79,1530,5690
8769: 4278
8770: 7623,996,8596,6813
8771: 438,8703,8384,3947,5544,8639,6049,5771,8235
8772: 6998,4273,5254,4307
8773: 7345,6112,7355,9412,9260,7915,4258,2178,5725
8774: 2654,9518,947,4968,3489
8775: 8686,2745,7822,5351,6612,8439,4191
8776: 8105,8650,5370,1011,7423,8560,7063,7884,2970,5200
8777: 929,8381,1752,5464
8778: 93,8902,6620,7193,8559,9755,4285,6113,1774
8779: 9871,3644
8780: 4643,6762,7902
8781: 9220,9723
8782: 7604,5508,2802
8783: 7194,1728,332,138
8784: 6031,6318,3121
8785: 1208,9167,7960,5748,7412,910
8786: 3340,2967,680,9220,4025,6164
8787: 3625,329
8788: 4726,5107
8789: 4482,1775,7903,2583,9247,4734,1162
8790: 3462
8791: 8078,5375,8693,232,6350,9311,3639
8792: 8590,9690,4360
8793: 1160
8794: 7472,1271
8795: 554,4070,7938,458
8796: 7535,1660,8667,4333,6751,7518,9684,935,9043,7622
8797: 3835,7795,3541,1729,6818,9358,2346,7330
8798: 9988,2775,8033,5071,6779,775
8799: 706,265
8800: 9983,7250,7711,4785,844,26,9739
8801: 901,1032,8415,3529,2167,6068,6524,6246
8802: 8916,142
8803: 1536,52,8628,5549,3992,7434,671
8804: 8185
8805: 338
8806: 101,2452
8807: 2169,1912,2773
8808: 9169,3574,685,5220,1569,585,1997
8809: 8947,1116
8810: 9279,3210,4400,9635,1833,85,6259
8811: 7149,8489,7812,1061,649,1800,4613,4995
8812: 1336,6972
8813: 2940,9153,2454,2487
8814: 1836,9297,6244,4215,2213,9668
8815: 8304,6326,1991,7088,7308,2389
8816: 1030,7941
8817: 2554
8818: 4148,4938,9750,6397,5179,5354
8819: 2573
8820: 2567,1370,8491,2325,5334
8821: 8599,825,5428,7644,5657
8822: 5385,32,2795,4823,2320,4126,2266,6863,3526,4015
8823: 2939,3721,1890,7584,5248,4710
8824: 7252,8154,2047,3183,2517,39,2532,272,6563
8825: 3380,2134
8826: 3851
8827: 8585,6804
8828: 6968,7573,4588,5033,8487,2739,2914,8360
8829: 9088,178,8175,3199,1012,719,4903,7084
8830: 512,9480,6335,6838
8831: 7358,7159,2861,9301,6198,518,2566
8832: 7113,5109,9994,9802,1148,680,4210,8073,2015,6799
8833: 9755,5368,4211,5254,8226
8834: 4991,6668,5638,7664,7566
8835: 4016,7376
8836: 5645,3236
8837: 2741,7628,8224,9536,3471
8838: 8538,7606,3522
8839: 2843,7674,6186
8840: 5249,4211,8753,4743,2098,8185,4999
8841: 4745,7018,5002,5615,4507,960,3098,492,457,2544
8842: 4919,3828
8843: 6811,5347,9232,4815,5883,3297,9079
8844: 2821,3523,2235,4076,5007,5454,4009,3577,5719
8845: 6835,8432,2652,2170,8582,9809,6805
8846: 7934,6038,4968,9909,2437,86
8847: 8965,11,1852,3306
8848: 7646,6499,1199,1277
8849: 7486,7894,131,1626,5090,1460
8850: 1294,5834
8851: 1768,6233,2519,3471,1132,5794,3987,9987,4478
8852: 8992,1201,1853
8853: 8936,7580,6635,5535,639,9452
8854: 6166,3309
8855: 7348,5968,371,6047,7195,9921,2246,1978,6072,1054
8856: 9890
8857: 1515,1017,498,9475,4338,4831,3620,247,581
8858: 7527,7997,3691
8859: 231,6145,5503
8860: 9272,4736,2392,7314,6767,3091,9071
8861: 8620
8862: 6269,3238,2702
8863: 7295,6835,3708,1645,1437,5069,4038
8864: 1006,7516
8865: 3746,9777,8240,7794,1284,4527
8866: 4360,3046
8867: 4781,2195,9699,3616,503,6166,4215
8868: 1835,4608,3256,8293,3305,8294,1036
8869: 8146,4922,2201,8850,9750,5127,5089
8870: 5828
8871: 4659,7775,4252,4032,9137,9568,4797,8004,5505
8872: 8327,9658,7935
8873: 5000,5467,9948
8874: 9240,9108,9661,8900,2924,3066,4714,5568
8875: 4834,432,4580,2480,2000,349
8876: 1847
8877: 9692,6544,1940,1794,7753
8878: 8630,5271,4583,6090,3420,9272,513,5675
8879: 8953,6230,6296,2098,7063,9742,2895,3521
8880: 9282,5544,3952,137
8881: 2094
8882: 5754,3200,9746,5483,3003,6049
8883: 3377,7445,7987,3574,1728,2878,5878
8884: 5102,5933,8697
8885: 523,2015,3618,1556,1916,1024,7289,5751
8886: 8036,3893
8887: 5977,9129,3213,6738
8888: 4816,9227,2889
8889: 5519,1417
8890: 7024,9489,5063,5103,3609,9064
8891: 8973,7792,1145,7497,1121,3784,5302,9971
8892: 5710,8413,9577,1373
8893: 5731
8894: 8823,2852,5419,7097,2605
8895: 3488,6955,4597,3262,3311,2042,7052,1350
8896: 3,9822,2313
8897: 6892,8741,7792,9149,4804,2509,7735,7887,5415
8898: 5152,3641
8899: 7204,2240,772,9666,7202,5795,591
8900: 6152,9713,1701,2104,8955,5140,6484
8901: 5400,9264,4510,4772,1289,6887,4679,9370,3876
8902: 1627,1372,1427,5240
8903: 8878,5205,5114,466,2787,6337,2050
8904: 8485,676
8905: 160,4022,6698,4093,2781,3782,6051
8906: 9009,5330
8907: 2369,9744,1457
8908: 5801,6536,1528,3264,1013,7212,3939
8909: 8446,7172,1286,4767,8374,4737,5264,4439,5044,3257
8910: 65
8911: 4788,5520,7384,8006,7682,4767,1984,4808
8912: 5674,1642,8215,3440,1590,6576,4005
8913: 2867,6011,3632,3968
8914: 3225,651,5447,7483,5786,7591,8284
8915: 6616,913,7425,956,3061,5514,380
8916: 6255,7007,6991,730,6333,9431,5851,315
8917: 5915,2424,6988,1341,774,6895,8403,6713,6102
8918: 3427,2227,6315,4172,8133,4442
8919: 4254,1050
8920: 4456,229,4259
8921: 9320,7142,8526,4645
8922: 3446,5215,9553,6353,820,116,87,1101,9047
8923: 126,8415,7999
8924: 6348,3550
8925: 9035,1994,9707,3531,9531,2377,7811,1330,9280
8926: 8289,9707
8927: 3610,9160,1733,8753,7829,9895,2106,1578,6771,5447
8928: 1594
8929: 1212,7624,5931,7480,6897,130,1680,8379,524
8930: 7062,7201,5233,2050,2066,6741,2149,5016,9783
8931: 5468,2108
8932: 3683,2753,8361,1758,6614,7151,5521,1317,7987
8933: 3291,1272,3378,1367,7551,4745,9329,4030
8934: 3920,5343
8935: 8010,6991,2987
8936: 5614,4047,8058,6931,6060,1025
8937: 8497,2089
8938: 7164,6944,5530,1806,6281,3514
8939: 1797,7467,2777,7680,1566,5402,4126,8762,3183,6773
8940: 8765,1523,3198
8941: 1990,3838,5468,384,3077
8942: 4640,6590,202,7756
8943: 9712,6812,8274,7224,5337
8944: 4940,4845,7010,5165,4990,4144,8828,2333
8945: 8442,8002
8946: 9138,2898,1732,2082
8947: 5340,8357,8901,8021,7718,4579
8948: 5756
8949: 3570
8950: 5577,1086
8951: 5084,6213,6118,882
8952: 6812,5295,6850,9219,7025,3590,8937,8034,4366
8953: 7853,8060,1281,3743,5045
8954: 2708,5561
8955: 8497,4078,4319,1429
8956: 6945
8957: 7515,2217,7299,6907,6265,6007
8958: 2572,698,6897,8172,807,3871,9944
8959: 3506,6158,7218,7978
8960: 4193,5101,1555,548,9154,4127,3325,9592
8961: 1998,1834,8515,3047,900,200,3569,4511
8962: 4022
8963: 8374,3001,7820,1857,7956,3245
8964: 868,3459,1306
8965: 7162
8966: 6464,4611,7136,5892,1580,8217,4370
8967: 8335,8326,8165,7651,8617,8997,8388,4989
8968: 8201,8054,5824,7622,9519,7816
8969: 1621,4788
8970: 1418,7505,9857,4812,6827,1098,887,6153,9649,2898
8971: 9357,5805,1579,339
8972: 3345,2177,8080,8466,6516,6430,8523,6973,8880
8973: 9361,8604,4942,2393,290,342,3751,3068,6312,5422
8974: 3740
8975: 5191
8976: 4284,1536,1583
8977: 2759,644,7257,6668,6126
8978: 3652,3538
8979: 2912,9222,4624,9834,6120,7805
8980: 869,4074,9335,6841,1157,496,8846
8981: 9294,2696,9677,7829,880
8982: 5199,3375,8544,6949,8892
8983: 6527,1144,2350,9303,7350,6736,8043,6172
8984: 1860,3213,5493
8985: 5257,6619,1118,4599,3713
8986: 5643,3233
8987: 3132,4983,9151,9444,9602,5942,4014,1087,2920
8988: 522
8989: 5435,9454,697,5108,782,483,2873,4582,1703
8990: 524,3521,6626,4121,3003,3991,8043,4067
8991: 1271,3351,4897,2442
8992: 1025,4789,7206,2030,8398
8993: 7902,6447,2661,1226,7869,7684,9922,4822,2311,9990
8994: 1614,574,1697
8995: 2224,8122,4383,8879,2185,1325,5581,1423
8996: 5522,324,8033,9297,6911,3865,1313,3684
8997: 4486,989,4496
8998: 6381,1315,6877,5226,1508,6494,6425,2813,7887,1505
8999: 5749,7933,844,6948,5184
9000: 7102,8313,7141,2669,3509,7236,8380,6095,7349
9001: 1581,7587,2014,2915,1078,9425,9679,9351
9002: 9914,1415,8071,6220
9003: 17,8019,185,23,2080,2805,7185,9461
9004: 2634,4532,5014,5518,2998,7249,8286
9005: 3210,1,174,3594,9936
9006: 8142,8203,655,6882,4699,6940,5578,9242,5038
9007: 1436,8855,6792,8893,4981,9848,8375,7971,4452,9867
9008: 2923,126,3432,9525
9009: 2733,6194,9059
9010: 8211,7713,419,3391,7707,6013,6097
9011: 8704,6029,4701,5368,7931,6332,5313,3512
9012: 9503
9013: 4270,6857,4716
9014: 295,8278,1828,3645
9015: 2459,2839,5669
9016: 6072,312,4238,1245,2263,2680,6906,6442
9017: 3908,6118,49,9372,4607
9018: 6059,7266,3807,1606,4693,9341
9019: 6945,6912,2905
9020: 4149,8049,7182
9021: 39,3300,9101,2493,8229,973,7885
9022: 997,802
9023: 4179,5179,8611
9024: 7021,4470,1854,7533,9627,3920,9795,9880,6375
9025: 7837,9881,4007,3667,3327,4026,8281,3206,3209,8634
9026: 7038,9076,8394,3444,9040,6529,8552,9517
9027: 2451,5660,8400,2011,7330,3447,9131,7105,8823
9028: 6207,5711
9029: 2327,4087,5449
9030: 8047
9031: 3860,7863,8903,8036,3814,5896,2180,1867,9499,9890
9032: 410,6175,8460,4188,9779,6617,499,3227,3417
9033: 2891,9737,5748,942,8866
9034: 7597,2522,2527,6690,7109,3032,8758
9035: 926,7364
9036: 7214,7485,7279,8819,6771,7260,3750
9037: 7899,1232,8728,1107,9975,743,5879,9441,7173,4337
9038: 8214,9408,9315,3730,3558,540,5923
9039: 7961,4597,702,6954
9040: 4199,2298,6355
9041: 906,3856
9042: 2480,4581,9112,7737
9043: 3077,6382,5737,1780,8653,8790,4485,9924
9044: 8790,6698
9045: 1328,3464,2313,9508,4933,351,6557
9046: 5969,7742,2989,4332
9047: 6602,3340,9821,9023,5705,7795,2415,6500
9048: 5288,565,184,7619,2291,9057,4899,3712,8325
9049: 8596,135,442,9486,9647,8371
9050: 7105,9314,2638,4386,5128,268,5353
9051: 4379,470
9052: 8244,7654,3661,5648,9951
9053: 6139,4476,3697,4703,5268,3847,6253,4811
9054: 9263,6418,1643,1007,7984,8183,9403,9916,7284,7479
9055: 2449,2632,2316
9056: 5037,6207,1385,5304,3964,3882,559
9057: 2420
9058: 182,2225,7540,5952,981,7802,6872,7706
9059: 9225,3985,8806,634,5229,1773,4131
9060: 3937,9079,6182,9738,160,1917
9061: 8449,1152,2538,614,8158,5603,104
9062: 414
9063: 1325,5701,5995,8679,5675,9313,3588
9064: 2568,2353,4233,4196,5223,5831,7145,5549,2993,3475
9065: 2083,1571,4975
9066: 5064,4581,1374,3105,9369,9415,6121,1399,7327
9067: 9241,9826,3261,3417,848,3907,9037
9068: 5190,7109
9069: 5359,9622,681,7890,217,5721,7132,9794,6051,1067
9070: 7067
9071: 6737,1834,1043,2296
9072: 7941,4772,672,8232,1852,1046,7428,3125,407
9073: 9469,9849,3755,8689,2380,1134,4512
9074: 2168,8932,7222,8510,9552,9872
9075: 9259,6496,2211,8279,9442,3843,121,3065,9052,4700
9076: 5908
9077: 1224,8232,5884
9078: 5249
9079: 855,9170,3109,1750,9355,1572,2453
9080: 874,4303,8950,5798,8655,9294,6898
9081: 4316,9037,1113,8977,4453,4462
9082: 9736
9083: 8906,7010,5786,5043
9084: 1136,3059,8185,842,6107,4153,8361,7493
9085: 8675,7732,605,5509,6539
9086: 2509,3687,449,774,6087,6430,111
9087: 5058,4459,6411,1770,5909,172,1595,2269,3623,5480
9088: 6832
9089: 6143,6162,7090,905,5899,476,5716
9090: 341,8377,5910,6104,7500,7015,5403,7941,8811,9413
9091: 7803,9387,4073,9563
9092: 9861,5052
9093: 4367,3698,7563,2489,9289,9726,682,3124
9094: 2497,1354,9282,6350,299,9708
9095: 440,2262
9096: 6923,4456,8144,1167,5054,3068,4115,3733
9097: 1321,1650,1216
9098: 805,2142,7157,6824,2189,3842,7945,7373,3148,9047
9099: 3591,4084
9100: 8802
9101: 1601,4311,6061,2662
9102: 8040,8749,214,3396
9103: 6322,3553,3212,2960,8437
9104: 4329,2513,5970,6829,5241,6609,9051,6433
9105: 8707,558,5466,9073,667,514,812
9106: 9113,9434,5729,3526,8920,1897
9107: 7686,6102,870,1516,5144,4416
9108: 8904,5456,7439,8854
9109: 9173,808
9110: 7439,4484,1746,4621,8691,8513,1875,5694
9111: 4832,4441
9112: 6657,1518,9776,9731,5588,4137,1810
9113: 1527,582,61,6662,5954,6799,2318,6480
9114: 7015,8787,9065,5931,4759,5139,5448
9115: 6537,3601,8153,8131
9116: 7103,5907,9904,5770,9823,746,2763
9117: 4514,4613,2175,3817
9118: 1675,7010,2965,3023,6245,7029,4413,8361,5074
9119: 1764,8626,6423,1584,5112,6306,2624,8989,8466,3828
9120: 3570,5491,8806,979,6128,3385,3289
9121: 5910,1344
9122: 1265,3227,5660,7061
9123: 1790,7279
9124: 2684
9125: 8302,4743,7779,3074,4867,5025,7475,9465
9126: 7300,2798,2878,3713
9127: 1806,7906,6230,1247,9997,6673,9136,2629,2787,5672
9128: 8950,5588,8563,4478,3228,1968,3530,5146,8119
9129: 247,8646,7330,5037,7323
9130: 452,7399,3199,9996,7809
9131: 9416,6879,1709
9132: 5688,6673,5595,7197,7947,9663,9368,910
9133: 2043,8303,3979,4737,4301,2446,5387
9134: 1414,8290
9135: 9787
9136: 4271,5468,5131,1276,9586,2065
9137: 1711,6047,2119,8419,7077
9138: 5099,8964,4114,99
9139: 6978,1427
9140: 785,6236,4127,9943,1921,4985,5012,5331
9141: 4021,8065,5726,2936
9142: 1578
9143: 6245,1566,4523,7133,1788,6219
9144: 1254,5745,7766,3733,3076
9145: 6970,8482,4425,118,1452,3303,4376,1174
9146: 8303,1127,255,94,7978,1823,9402,6133
9147: 1673,4900,5649,1665,5105,9550,5872,1616
9148: 9543,5884,5355,8719,3103
9149: 7968,3484,6285,8995,594,7651,2864,9745,6456
9150: 1276,8478,812,8767,4214,3952,8527
9151: 1123,6268,8861,5094,8674,2292,7674,2783,3201
9152: 9741
9153: 515,7465,286,5107,6310,4513,4108,5576,52,3868
9154: 112
9155: 42,4287,5859,2037,9998,779,8382
9156: 8409,7854
9157: 3457,864,467,2905
9158: 6186,3918,2272,7487,3003,2725,3387,8130
9159: 6991,5308,970,4288
9160: 2394,6321,734,5438
9161: 787,4265,7607,3830,5843,3454,5363,2307,2691,6853
9162: 4262,9662,3375,858,5635,3427
9163: 7671,3110,5000,6048,1581,3190,5680,9625,7116,4849
9164: 6894,970,6223
9165: 417
9166: 9203,7510,2561,7652,4182,181,5148,1469,4233,3970
9167: 6336,4767
9168: 1128,9962
9169: 1458,3278,7114,6015,6879,5086,809,2562,5909,4727
9170: 7012,667,690
9171: 2083,8847,9424,3000,2740,3102,8530
9172: 3336,5898,7577,9982,3074
9173: 9780,5229,9391,4925,6017,9213,9261,2739,2549
9174: 1045,7906,4566,7964,5276,2882
9175: 4436,7294,7510,5822,6523,6000,5155,1673,2660,8436
9176: 5457,7137,3307,8782,3082,7014,8035,6682,6937
9177: 7439,954,3443,1315,53,1282
9178: 2090,1169,4020
9179: 8451,8077,5839,3444
9180: 2925,1207,4936,4706,8377
9181: 5501,4727,5432,7439
9182: 9239,8298,8624,3785,6962
9183: 3280,9207,2083,5931,2468,6089,4691,3524,588
9184: 3150,5596,4077,5564,2832,1049,5766,1034,8031,3206
9185: 6222,6880,348,7086,8725
9186: 9259,2484,4190,7704,1671,5864,7795,5257,6802,1726
9187: 8938
9188: 1258
9189: 3495
9190: 2659
9191: 1680,2291,3434
9192: 5541,5953,1746,2930,1581,6840,9770,8389,3677,2234
9193: 2511,9101,5817,4249
9194: 4288,2073
9195: 6705,3779,2180
9196: 2090,1864,4832,4326,5233,3324,7779
9197: 5506,595
9198: 5273,2042,6435,8003,8905
9199: 8089,9018,8192,528,1285,2042,5782,9921
9200: 3408,2926
9201: 8793,4890,3050,3206,2865,6442,3115
9202: 5821,4402,6791,665,3401,3149
9203: 9219,3084,1418,575,5590,7281,1357
9204: 7454,4052,2883,3280,8981,1641,5800,4805,5582,5546
9205: 7439,9161,7688
9206: 2648,6241,108,2984,3526,5402,7036
9207: 358,9557,3812,238,8750
9208: 8336,9946,1282,9826,6112,203,7892
9209: 7153,8117,9323,6422,9331,9363,9941,9277,3560
9210: 1773,9331,2020,9309,4757,9207,7538,4470,6369
9211: 2839,3841
9212: 9808,143
9213: 2326
9214: 1491,5935,5518,1852,8100
9215: 8514,6495,3567,7423,3452,5459
9216: 3321,2716,7758,561
9217: 8268,9718,9905
9218: 6691,7118,8218,7090,8733,6045,8836
9219: 3482,1140,1456,6311,2647
9220: 972,6637
9221: 1380,4992,4146,7563,3387,6595
9222: 4754,3292,1280,298,5569,5794
9223: 8114,1087,740,3357,901,2357,7552,5415
9224: 6788,679,9129,8942,9474,5417,8978,6275,9992,7395
9225: 3097,5435,8542,4905,3339,4191,2639,3085,1635,4288
9226: 4530,5462,2737,1661,2765,5662,8981,7098,743,6951
9227: 80,8391,1761
9228: 729,4465,782,9409,9581,1891,5193,2033,4947
9229: 4781,34
9230: 976,9148,5712,233,1297,3967
9231: 7851,4468,2646,9854,6578
9232: 6793,4172,1182,2992
9233: 6749,4967,7409
9234: 5247,4373,3591
9235: 2921,4675,5579,3471,9826,6518,214,4738,2072,4153
9236: 8796
9237: 7430,4639
9238: 2264,6019,3887,9359,6556
9239: 5528,3043,7408,7086,8243,2898,313,9313,1603
9240: 8993,1672,2710,2497,5024,6294,6386,2014,4254
9241: 8796,641,9920
9242: 26,2644,131,9962,7668,9617,250,9952
